character,ascension,run_seed,floors_cleared,act_reached,outcome,final_hp,deck_size,turns_total,biggest_hit
char_vanguard,1,1,8,1,defeat,0,12,32,12
char_vanguard,1,2,8,1,defeat,0,12,29,12
char_vanguard,1,3,8,1,defeat,0,12,30,9
char_vanguard,1,4,8,1,defeat,0,12,35,12
char_vanguard,1,5,8,1,defeat,0,12,28,12
char_vanguard,1,6,8,1,defeat,0,12,30,12
char_vanguard,1,7,8,1,defeat,0,12,29,9
char_vanguard,1,8,8,1,defeat,0,12,30,9
char_vanguard,1,9,8,1,defeat,0,12,29,12
char_vanguard,1,10,8,1,defeat,0,12,35,12
char_vanguard,1,11,8,1,defeat,0,12,27,12
char_vanguard,1,12,8,1,defeat,0,12,29,9
char_vanguard,1,13,8,1,defeat,0,12,28,9
char_vanguard,1,14,8,1,defeat,0,12,27,12
char_vanguard,1,15,8,1,defeat,0,12,28,9
char_vanguard,1,16,8,1,defeat,0,12,29,12
char_vanguard,1,17,8,1,defeat,0,12,35,12
char_vanguard,1,18,8,1,defeat,0,12,31,12
char_vanguard,1,19,8,1,defeat,0,12,32,12
char_vanguard,1,20,8,1,defeat,0,12,34,12
char_vanguard,1,21,7,1,defeat,0,12,27,12
char_vanguard,1,22,8,1,defeat,0,12,33,12
char_vanguard,1,23,8,1,defeat,0,12,27,12
char_vanguard,1,24,8,1,defeat,0,12,28,9
char_vanguard,1,25,8,1,defeat,0,12,25,12
char_vanguard,1,26,8,1,defeat,0,12,35,12
char_vanguard,1,27,8,1,defeat,0,12,31,12
char_vanguard,1,28,8,1,defeat,0,12,31,12
char_vanguard,1,29,8,1,defeat,0,12,30,12
char_vanguard,1,30,8,1,defeat,0,12,31,12
char_vanguard,1,31,8,1,defeat,0,12,27,12
char_vanguard,1,32,8,1,defeat,0,12,29,12
char_vanguard,1,33,8,1,defeat,0,12,29,9
char_vanguard,1,34,8,1,defeat,0,12,27,12
char_vanguard,1,35,8,1,defeat,0,12,31,9
char_vanguard,1,36,8,1,defeat,0,12,30,12
char_vanguard,1,37,8,1,defeat,0,12,31,9
char_vanguard,1,38,8,1,defeat,0,12,28,12
char_vanguard,1,39,8,1,defeat,0,12,27,12
char_vanguard,1,40,8,1,defeat,0,12,29,12
char_vanguard,1,41,8,1,defeat,0,12,29,12
char_vanguard,1,42,8,1,defeat,0,12,30,12
char_vanguard,1,43,8,1,defeat,0,12,29,12
char_vanguard,1,44,8,1,defeat,0,12,29,12
char_vanguard,1,45,8,1,defeat,0,12,28,12
char_vanguard,1,46,8,1,defeat,0,12,28,9
char_vanguard,1,47,8,1,defeat,0,12,31,9
char_vanguard,1,48,8,1,defeat,0,12,30,12
char_vanguard,1,49,8,1,defeat,0,12,33,9
char_vanguard,1,50,8,1,defeat,0,12,28,12
char_vanguard,1,51,8,1,defeat,0,12,31,12
char_vanguard,1,52,8,1,defeat,0,12,26,12
char_vanguard,1,53,8,1,defeat,0,12,29,12
char_vanguard,1,54,8,1,defeat,0,12,33,9
char_vanguard,1,55,8,1,defeat,0,12,30,12
char_vanguard,1,56,8,1,defeat,0,12,26,12
char_vanguard,1,57,8,1,defeat,0,12,30,12
char_vanguard,1,58,8,1,defeat,0,12,32,12
char_vanguard,1,59,8,1,defeat,0,12,30,12
char_vanguard,1,60,8,1,defeat,0,12,30,12
char_vanguard,1,61,8,1,defeat,0,12,28,12
char_vanguard,1,62,8,1,defeat,0,12,28,12
char_vanguard,1,63,8,1,defeat,0,12,32,9
char_vanguard,1,64,8,1,defeat,0,12,30,12
char_vanguard,1,65,8,1,defeat,0,12,29,9
char_vanguard,1,66,8,1,defeat,0,12,34,12
char_vanguard,1,67,8,1,defeat,0,12,30,9
char_vanguard,1,68,8,1,defeat,0,12,34,9
char_vanguard,1,69,8,1,defeat,0,12,29,12
char_vanguard,1,70,8,1,defeat,0,12,33,9
char_vanguard,1,71,8,1,defeat,0,12,30,12
char_vanguard,1,72,8,1,defeat,0,12,30,12
char_vanguard,1,73,8,1,defeat,0,12,24,12
char_vanguard,1,74,8,1,defeat,0,12,29,12
char_vanguard,1,75,8,1,defeat,0,12,31,12
char_vanguard,1,76,8,1,defeat,0,12,29,12
char_vanguard,1,77,8,1,defeat,0,12,32,12
char_vanguard,1,78,8,1,defeat,0,12,27,12
char_vanguard,1,79,8,1,defeat,0,12,27,12
char_vanguard,1,80,8,1,defeat,0,12,31,12
char_vanguard,1,81,8,1,defeat,0,12,28,9
char_vanguard,1,82,8,1,defeat,0,12,32,12
char_vanguard,1,83,8,1,defeat,0,12,31,9
char_vanguard,1,84,8,1,defeat,0,12,33,9
char_vanguard,1,85,8,1,defeat,0,12,27,12
char_vanguard,1,86,8,1,defeat,0,12,30,12
char_vanguard,1,87,8,1,defeat,0,12,31,12
char_vanguard,1,88,8,1,defeat,0,12,31,12
char_vanguard,1,89,8,1,defeat,0,12,32,12
char_vanguard,1,90,8,1,defeat,0,12,26,9
char_vanguard,1,91,8,1,defeat,0,12,26,12
char_vanguard,1,92,8,1,defeat,0,12,30,9
char_vanguard,1,93,8,1,defeat,0,12,32,12
char_vanguard,1,94,7,1,defeat,0,12,26,12
char_vanguard,1,95,8,1,defeat,0,12,28,12
char_vanguard,1,96,8,1,defeat,0,12,32,12
char_vanguard,1,97,8,1,defeat,0,12,30,9
char_vanguard,1,98,7,1,defeat,0,12,27,12
char_vanguard,1,99,8,1,defeat,0,12,29,12
char_vanguard,1,100,8,1,defeat,0,12,27,12
char_vanguard,1,101,8,1,defeat,0,12,28,12
char_vanguard,1,102,8,1,defeat,0,12,32,12
char_vanguard,1,103,8,1,defeat,0,12,27,12
char_vanguard,1,104,8,1,defeat,0,12,29,9
char_vanguard,1,105,8,1,defeat,0,12,28,12
char_vanguard,1,106,8,1,defeat,0,12,25,12
char_vanguard,1,107,8,1,defeat,0,12,30,12
char_vanguard,1,108,8,1,defeat,0,12,29,12
char_vanguard,1,109,8,1,defeat,0,12,32,12
char_vanguard,1,110,8,1,defeat,0,12,32,12
char_vanguard,1,111,8,1,defeat,0,12,31,12
char_vanguard,1,112,8,1,defeat,0,12,25,12
char_vanguard,1,113,8,1,defeat,0,12,30,12
char_vanguard,1,114,8,1,defeat,0,12,32,12
char_vanguard,1,115,8,1,defeat,0,12,30,9
char_vanguard,1,116,8,1,defeat,0,12,29,12
char_vanguard,1,117,8,1,defeat,0,12,29,12
char_vanguard,1,118,8,1,defeat,0,12,28,9
char_vanguard,1,119,8,1,defeat,0,12,25,12
char_vanguard,1,120,8,1,defeat,0,12,34,12
char_vanguard,1,121,8,1,defeat,0,12,30,12
char_vanguard,1,122,8,1,defeat,0,12,27,12
char_vanguard,1,123,8,1,defeat,0,12,29,12
char_vanguard,1,124,8,1,defeat,0,12,31,12
char_vanguard,1,125,8,1,defeat,0,12,31,12
char_vanguard,1,126,7,1,defeat,0,12,28,9
char_vanguard,1,127,8,1,defeat,0,12,28,12
char_vanguard,1,128,8,1,defeat,0,12,26,9
char_vanguard,1,129,8,1,defeat,0,12,31,12
char_vanguard,1,130,8,1,defeat,0,12,31,12
char_vanguard,1,131,8,1,defeat,0,12,31,12
char_vanguard,1,132,8,1,defeat,0,12,32,12
char_vanguard,1,133,8,1,defeat,0,12,30,12
char_vanguard,1,134,8,1,defeat,0,12,32,12
char_vanguard,1,135,8,1,defeat,0,12,27,12
char_vanguard,1,136,8,1,defeat,0,12,30,9
char_vanguard,1,137,8,1,defeat,0,12,30,9
char_vanguard,1,138,8,1,defeat,0,12,33,12
char_vanguard,1,139,8,1,defeat,0,12,32,12
char_vanguard,1,140,8,1,defeat,0,12,26,12
char_vanguard,1,141,8,1,defeat,0,12,32,12
char_vanguard,1,142,8,1,defeat,0,12,32,9
char_vanguard,1,143,8,1,defeat,0,12,29,12
char_vanguard,1,144,8,1,defeat,0,12,31,12
char_vanguard,1,145,8,1,defeat,0,12,33,12
char_vanguard,1,146,8,1,defeat,0,12,32,9
char_vanguard,1,147,8,1,defeat,0,12,27,12
char_vanguard,1,148,8,1,defeat,0,12,27,12
char_vanguard,1,149,8,1,defeat,0,12,28,12
char_vanguard,1,150,8,1,defeat,0,12,27,9
char_vanguard,1,151,8,1,defeat,0,12,32,12
char_vanguard,1,152,8,1,defeat,0,12,31,12
char_vanguard,1,153,8,1,defeat,0,12,32,12
char_vanguard,1,154,8,1,defeat,0,12,31,12
char_vanguard,1,155,8,1,defeat,0,12,31,12
char_vanguard,1,156,8,1,defeat,0,12,29,12
char_vanguard,1,157,8,1,defeat,0,12,30,12
char_vanguard,1,158,8,1,defeat,0,12,30,12
char_vanguard,1,159,8,1,defeat,0,12,32,12
char_vanguard,1,160,8,1,defeat,0,12,31,12
char_vanguard,1,161,8,1,defeat,0,12,28,12
char_vanguard,1,162,8,1,defeat,0,12,29,9
char_vanguard,1,163,8,1,defeat,0,12,30,9
char_vanguard,1,164,8,1,defeat,0,12,28,12
char_vanguard,1,165,8,1,defeat,0,12,27,9
char_vanguard,1,166,8,1,defeat,0,12,31,12
char_vanguard,1,167,8,1,defeat,0,12,31,9
char_vanguard,1,168,8,1,defeat,0,12,33,12
char_vanguard,1,169,8,1,defeat,0,12,27,12
char_vanguard,1,170,8,1,defeat,0,12,39,12
char_vanguard,1,171,8,1,defeat,0,12,33,12
char_vanguard,1,172,8,1,defeat,0,12,32,9
char_vanguard,1,173,8,1,defeat,0,12,31,12
char_vanguard,1,174,8,1,defeat,0,12,31,9
char_vanguard,1,175,8,1,defeat,0,12,28,12
char_vanguard,1,176,8,1,defeat,0,12,34,12
char_vanguard,1,177,8,1,defeat,0,12,26,12
char_vanguard,1,178,8,1,defeat,0,12,30,12
char_vanguard,1,179,8,1,defeat,0,12,27,9
char_vanguard,1,180,8,1,defeat,0,12,31,12
char_vanguard,1,181,8,1,defeat,0,12,31,12
char_vanguard,1,182,8,1,defeat,0,12,27,12
char_vanguard,1,183,8,1,defeat,0,12,31,9
char_vanguard,1,184,8,1,defeat,0,12,28,12
char_vanguard,1,185,8,1,defeat,0,12,31,12
char_vanguard,1,186,8,1,defeat,0,12,32,12
char_vanguard,1,187,8,1,defeat,0,12,31,12
char_vanguard,1,188,8,1,defeat,0,12,30,12
char_vanguard,1,189,8,1,defeat,0,12,30,12
char_vanguard,1,190,8,1,defeat,0,12,30,12
char_vanguard,1,191,8,1,defeat,0,12,35,12
char_vanguard,1,192,8,1,defeat,0,12,26,9
char_vanguard,1,193,8,1,defeat,0,12,26,12
char_vanguard,1,194,8,1,defeat,0,12,32,9
char_vanguard,1,195,8,1,defeat,0,12,29,12
char_vanguard,1,196,8,1,defeat,0,12,30,9
char_vanguard,1,197,8,1,defeat,0,12,29,12
char_vanguard,1,198,8,1,defeat,0,12,30,12
char_vanguard,1,199,8,1,defeat,0,12,27,12
char_vanguard,1,200,8,1,defeat,0,12,30,9
