character,ascension,run_seed,floors_cleared,act_reached,outcome,final_hp,deck_size,turns_total,biggest_hit
char_vanguard,2,1,8,1,defeat,0,12,32,12
char_vanguard,2,2,8,1,defeat,0,12,31,12
char_vanguard,2,3,7,1,defeat,0,12,27,12
char_vanguard,2,4,7,1,defeat,0,12,32,12
char_vanguard,2,5,8,1,defeat,0,12,32,12
char_vanguard,2,6,8,1,defeat,0,12,30,12
char_vanguard,2,7,8,1,defeat,0,12,31,12
char_vanguard,2,8,8,1,defeat,0,12,32,12
char_vanguard,2,9,7,1,defeat,0,12,24,12
char_vanguard,2,10,8,1,defeat,0,12,33,12
char_vanguard,2,11,8,1,defeat,0,12,29,12
char_vanguard,2,12,8,1,defeat,0,12,39,12
char_vanguard,2,13,8,1,defeat,0,12,28,12
char_vanguard,2,14,8,1,defeat,0,12,36,12
char_vanguard,2,15,7,1,defeat,0,12,29,12
char_vanguard,2,16,8,1,defeat,0,12,29,9
char_vanguard,2,17,8,1,defeat,0,12,35,12
char_vanguard,2,18,8,1,defeat,0,12,30,12
char_vanguard,2,19,8,1,defeat,0,12,32,12
char_vanguard,2,20,8,1,defeat,0,12,32,12
char_vanguard,2,21,8,1,defeat,0,12,27,12
char_vanguard,2,22,8,1,defeat,0,12,28,12
char_vanguard,2,23,8,1,defeat,0,12,28,12
char_vanguard,2,24,8,1,defeat,0,12,31,9
char_vanguard,2,25,8,1,defeat,0,12,30,12
char_vanguard,2,26,8,1,defeat,0,12,31,12
char_vanguard,2,27,8,1,defeat,0,12,30,12
char_vanguard,2,28,7,1,defeat,0,12,26,12
char_vanguard,2,29,7,1,defeat,0,12,26,9
char_vanguard,2,30,8,1,defeat,0,12,30,12
char_vanguard,2,31,8,1,defeat,0,12,28,12
char_vanguard,2,32,8,1,defeat,0,12,27,12
char_vanguard,2,33,8,1,defeat,0,12,28,12
char_vanguard,2,34,7,1,defeat,0,12,26,12
char_vanguard,2,35,8,1,defeat,0,12,27,12
char_vanguard,2,36,8,1,defeat,0,12,29,9
char_vanguard,2,37,8,1,defeat,0,12,29,9
char_vanguard,2,38,7,1,defeat,0,12,26,12
char_vanguard,2,39,7,1,defeat,0,12,24,12
char_vanguard,2,40,8,1,defeat,0,12,37,12
char_vanguard,2,41,8,1,defeat,0,12,32,12
char_vanguard,2,42,7,1,defeat,0,12,22,9
char_vanguard,2,43,8,1,defeat,0,12,29,9
char_vanguard,2,44,8,1,defeat,0,12,28,12
char_vanguard,2,45,8,1,defeat,0,12,31,12
char_vanguard,2,46,8,1,defeat,0,12,28,9
char_vanguard,2,47,8,1,defeat,0,12,33,12
char_vanguard,2,48,8,1,defeat,0,12,30,12
char_vanguard,2,49,8,1,defeat,0,12,28,12
char_vanguard,2,50,8,1,defeat,0,12,26,12
char_vanguard,2,51,8,1,defeat,0,12,32,12
char_vanguard,2,52,8,1,defeat,0,12,29,12
char_vanguard,2,53,7,1,defeat,0,12,27,12
char_vanguard,2,54,7,1,defeat,0,12,26,12
char_vanguard,2,55,7,1,defeat,0,12,25,12
char_vanguard,2,56,8,1,defeat,0,12,32,12
char_vanguard,2,57,7,1,defeat,0,12,26,12
char_vanguard,2,58,8,1,defeat,0,12,31,9
char_vanguard,2,59,7,1,defeat,0,12,26,9
char_vanguard,2,60,8,1,defeat,0,12,33,12
char_vanguard,2,61,8,1,defeat,0,12,30,12
char_vanguard,2,62,8,1,defeat,0,12,30,12
char_vanguard,2,63,8,1,defeat,0,12,31,12
char_vanguard,2,64,8,1,defeat,0,12,31,12
char_vanguard,2,65,8,1,defeat,0,12,31,12
char_vanguard,2,66,7,1,defeat,0,12,30,12
char_vanguard,2,67,8,1,defeat,0,12,31,12
char_vanguard,2,68,8,1,defeat,0,12,31,12
char_vanguard,2,69,8,1,defeat,0,12,29,12
char_vanguard,2,70,8,1,defeat,0,12,34,12
char_vanguard,2,71,8,1,defeat,0,12,30,12
char_vanguard,2,72,8,1,defeat,0,12,30,12
char_vanguard,2,73,8,1,defeat,0,12,27,12
char_vanguard,2,74,8,1,defeat,0,12,32,9
char_vanguard,2,75,7,1,defeat,0,12,26,12
char_vanguard,2,76,8,1,defeat,0,12,27,12
char_vanguard,2,77,8,1,defeat,0,12,30,12
char_vanguard,2,78,8,1,defeat,0,12,33,12
char_vanguard,2,79,8,1,defeat,0,12,31,12
char_vanguard,2,80,8,1,defeat,0,12,29,9
char_vanguard,2,81,8,1,defeat,0,12,31,12
char_vanguard,2,82,8,1,defeat,0,12,30,12
char_vanguard,2,83,8,1,defeat,0,12,27,12
char_vanguard,2,84,8,1,defeat,0,12,29,12
char_vanguard,2,85,8,1,defeat,0,12,28,12
char_vanguard,2,86,8,1,defeat,0,12,31,12
char_vanguard,2,87,8,1,defeat,0,12,30,12
char_vanguard,2,88,8,1,defeat,0,12,32,12
char_vanguard,2,89,7,1,defeat,0,12,26,12
char_vanguard,2,90,7,1,defeat,0,12,25,12
char_vanguard,2,91,8,1,defeat,0,12,29,12
char_vanguard,2,92,8,1,defeat,0,12,31,12
char_vanguard,2,93,8,1,defeat,0,12,30,12
char_vanguard,2,94,7,1,defeat,0,12,26,12
