character,ascension,run_seed,floors_cleared,act_reached,outcome,final_hp,deck_size,turns_total,biggest_hit
char_archivist,1,1,8,1,defeat,0,12,26,7
char_archivist,1,2,8,1,defeat,0,12,31,8
char_archivist,1,3,8,1,defeat,0,12,25,7
char_archivist,1,4,7,1,defeat,0,12,19,7
char_archivist,1,5,6,1,defeat,0,12,20,7
char_archivist,1,6,8,1,defeat,0,12,27,8
char_archivist,1,7,8,1,defeat,0,12,26,10
char_archivist,1,8,8,1,defeat,0,12,24,7
char_archivist,1,9,8,1,defeat,0,12,31,7
char_archivist,1,10,7,1,defeat,0,12,24,8
char_archivist,1,11,7,1,defeat,0,12,22,8
char_archivist,1,12,8,1,defeat,0,12,30,10
char_archivist,1,13,7,1,defeat,0,12,24,7
char_archivist,1,14,7,1,defeat,0,12,21,7
char_archivist,1,15,7,1,defeat,0,12,23,8
char_archivist,1,16,8,1,defeat,0,12,25,7
char_archivist,1,17,7,1,defeat,0,12,25,9
char_archivist,1,18,8,1,defeat,0,12,26,8
char_archivist,1,19,7,1,defeat,0,12,24,8
char_archivist,1,20,8,1,defeat,0,12,27,9
char_archivist,1,21,7,1,defeat,0,12,18,8
char_archivist,1,22,8,1,defeat,0,12,28,9
char_archivist,1,23,8,1,defeat,0,12,26,11
char_archivist,1,24,8,1,defeat,0,12,25,7
char_archivist,1,25,8,1,defeat,0,12,22,7
char_archivist,1,26,8,1,defeat,0,12,30,8
char_archivist,1,27,7,1,defeat,0,12,23,7
char_archivist,1,28,8,1,defeat,0,12,23,7
char_archivist,1,29,7,1,defeat,0,12,22,9
char_archivist,1,30,8,1,defeat,0,12,28,9
char_archivist,1,31,8,1,defeat,0,12,25,7
char_archivist,1,32,7,1,defeat,0,12,24,7
char_archivist,1,33,8,1,defeat,0,12,29,7
char_archivist,1,34,8,1,defeat,0,12,28,7
char_archivist,1,35,7,1,defeat,0,12,18,7
char_archivist,1,36,8,1,defeat,0,12,24,8
char_archivist,1,37,8,1,defeat,0,12,28,7
char_archivist,1,38,7,1,defeat,0,12,23,11
char_archivist,1,39,8,1,defeat,0,12,28,10
char_archivist,1,40,8,1,defeat,0,12,23,7
char_archivist,1,41,7,1,defeat,0,12,25,7
char_archivist,1,42,8,1,defeat,0,12,29,7
char_archivist,1,43,7,1,defeat,0,12,24,9
char_archivist,1,44,7,1,defeat,0,12,21,8
char_archivist,1,45,8,1,defeat,0,12,27,11
char_archivist,1,46,7,1,defeat,0,12,20,8
char_archivist,1,47,8,1,defeat,0,12,30,8
char_archivist,1,48,8,1,defeat,0,12,26,9
char_archivist,1,49,8,1,defeat,0,12,25,9
char_archivist,1,50,8,1,defeat,0,12,25,7
char_archivist,1,51,7,1,defeat,0,12,19,9
char_archivist,1,52,8,1,defeat,0,12,27,7
char_archivist,1,53,7,1,defeat,0,12,22,7
char_archivist,1,54,8,1,defeat,0,12,26,7
char_archivist,1,55,8,1,defeat,0,12,24,7
char_archivist,1,56,8,1,defeat,0,12,24,9
char_archivist,1,57,8,1,defeat,0,12,27,7
char_archivist,1,58,8,1,defeat,0,12,28,10
char_archivist,1,59,8,1,defeat,0,12,28,9
char_archivist,1,60,7,1,defeat,0,12,25,9
char_archivist,1,61,8,1,defeat,0,12,30,9
char_archivist,1,62,8,1,defeat,0,12,26,9
char_archivist,1,63,7,1,defeat,0,12,21,10
char_archivist,1,64,7,1,defeat,0,12,22,8
char_archivist,1,65,8,1,defeat,0,12,25,7
char_archivist,1,66,8,1,defeat,0,12,26,9
char_archivist,1,67,7,1,defeat,0,12,22,7
char_archivist,1,68,8,1,defeat,0,12,26,11
char_archivist,1,69,8,1,defeat,0,12,28,7
char_archivist,1,70,8,1,defeat,0,12,24,7
char_archivist,1,71,8,1,defeat,0,12,26,8
char_archivist,1,72,8,1,defeat,0,12,29,9
char_archivist,1,73,7,1,defeat,0,12,23,7
char_archivist,1,74,8,1,defeat,0,12,26,8
char_archivist,1,75,8,1,defeat,0,12,30,8
char_archivist,1,76,7,1,defeat,0,12,19,10
char_archivist,1,77,7,1,defeat,0,12,22,7
char_archivist,1,78,8,1,defeat,0,12,25,8
char_archivist,1,79,8,1,defeat,0,12,27,8
char_archivist,1,80,7,1,defeat,0,12,23,7
char_archivist,1,81,8,1,defeat,0,12,24,8
char_archivist,1,82,8,1,defeat,0,12,25,7
char_archivist,1,83,8,1,defeat,0,12,25,7
char_archivist,1,84,8,1,defeat,0,12,25,8
char_archivist,1,85,8,1,defeat,0,12,28,8
char_archivist,1,86,8,1,defeat,0,12,28,8
char_archivist,1,87,7,1,defeat,0,12,18,7
char_archivist,1,88,8,1,defeat,0,12,25,7
char_archivist,1,89,7,1,defeat,0,12,21,7
char_archivist,1,90,8,1,defeat,0,12,25,7
char_archivist,1,91,7,1,defeat,0,12,22,8
char_archivist,1,92,8,1,defeat,0,12,26,7
char_archivist,1,93,8,1,defeat,0,12,24,9
char_archivist,1,94,8,1,defeat,0,12,27,8
char_archivist,1,95,8,1,defeat,0,12,29,7
char_archivist,1,96,8,1,defeat,0,12,30,7
char_archivist,1,97,8,1,defeat,0,12,26,8
char_archivist,1,98,7,1,defeat,0,12,21,7
char_archivist,1,99,7,1,defeat,0,12,24,8
char_archivist,1,100,8,1,defeat,0,12,26,7
char_archivist,1,101,8,1,defeat,0,12,27,7
char_archivist,1,102,7,1,defeat,0,12,21,7
char_archivist,1,103,8,1,defeat,0,12,27,9
char_archivist,1,104,8,1,defeat,0,12,24,7
char_archivist,1,105,8,1,defeat,0,12,27,7
char_archivist,1,106,7,1,defeat,0,12,21,7
char_archivist,1,107,8,1,defeat,0,12,25,8
char_archivist,1,108,7,1,defeat,0,12,22,7
char_archivist,1,109,7,1,defeat,0,12,20,8
char_archivist,1,110,8,1,defeat,0,12,26,7
char_archivist,1,111,8,1,defeat,0,12,26,9
char_archivist,1,112,8,1,defeat,0,12,26,7
char_archivist,1,113,7,1,defeat,0,12,22,7
char_archivist,1,114,8,1,defeat,0,12,27,9
char_archivist,1,115,7,1,defeat,0,12,21,7
char_archivist,1,116,8,1,defeat,0,12,24,7
char_archivist,1,117,8,1,defeat,0,12,24,8
