character,ascension,run_seed,floors_cleared,act_reached,outcome,final_hp,deck_size,turns_total,biggest_hit
char_archivist,0,1,8,1,defeat,0,12,26,7
char_archivist,0,2,8,1,defeat,0,12,31,8
char_archivist,0,3,8,1,defeat,0,12,25,7
char_archivist,0,4,7,1,defeat,0,12,19,7
char_archivist,0,5,6,1,defeat,0,12,20,7
char_archivist,0,6,8,1,defeat,0,12,27,8
char_archivist,0,7,8,1,defeat,0,12,26,10
char_archivist,0,8,8,1,defeat,0,12,24,7
char_archivist,0,9,8,1,defeat,0,12,31,7
char_archivist,0,10,7,1,defeat,0,12,24,8
char_archivist,0,11,7,1,defeat,0,12,22,8
char_archivist,0,12,8,1,defeat,0,12,30,10
char_archivist,0,13,7,1,defeat,0,12,24,7
char_archivist,0,14,7,1,defeat,0,12,21,7
char_archivist,0,15,7,1,defeat,0,12,23,8
char_archivist,0,16,8,1,defeat,0,12,25,7
char_archivist,0,17,7,1,defeat,0,12,25,9
char_archivist,0,18,8,1,defeat,0,12,26,8
char_archivist,0,19,7,1,defeat,0,12,24,8
char_archivist,0,20,8,1,defeat,0,12,27,9
char_archivist,0,21,7,1,defeat,0,12,18,8
char_archivist,0,22,8,1,defeat,0,12,28,9
char_archivist,0,23,8,1,defeat,0,12,26,11
char_archivist,0,24,8,1,defeat,0,12,25,7
char_archivist,0,25,8,1,defeat,0,12,22,7
char_archivist,0,26,8,1,defeat,0,12,30,8
char_archivist,0,27,7,1,defeat,0,12,23,7
char_archivist,0,28,8,1,defeat,0,12,23,7
char_archivist,0,29,7,1,defeat,0,12,22,9
char_archivist,0,30,8,1,defeat,0,12,28,9
char_archivist,0,31,8,1,defeat,0,12,25,7
char_archivist,0,32,7,1,defeat,0,12,24,7
char_archivist,0,33,8,1,defeat,0,12,29,7
char_archivist,0,34,8,1,defeat,0,12,28,7
char_archivist,0,35,7,1,defeat,0,12,18,7
char_archivist,0,36,8,1,defeat,0,12,24,8
char_archivist,0,37,8,1,defeat,0,12,28,7
char_archivist,0,38,7,1,defeat,0,12,23,11
char_archivist,0,39,8,1,defeat,0,12,28,10
char_archivist,0,40,8,1,defeat,0,12,23,7
char_archivist,0,41,7,1,defeat,0,12,25,7
char_archivist,0,42,8,1,defeat,0,12,29,7
char_archivist,0,43,7,1,defeat,0,12,24,9
char_archivist,0,44,7,1,defeat,0,12,21,8
char_archivist,0,45,8,1,defeat,0,12,27,11
char_archivist,0,46,7,1,defeat,0,12,20,8
char_archivist,0,47,8,1,defeat,0,12,30,8
char_archivist,0,48,8,1,defeat,0,12,26,9
char_archivist,0,49,8,1,defeat,0,12,25,9
