character,ascension,run_seed,floors_cleared,act_reached,outcome,final_hp,deck_size,turns_total,biggest_hit
char_vanguard,0,1,8,1,defeat,0,12,32,12
char_vanguard,0,2,8,1,defeat,0,12,29,12
char_vanguard,0,3,8,1,defeat,0,12,30,9
char_vanguard,0,4,8,1,defeat,0,12,35,12
char_vanguard,0,5,8,1,defeat,0,12,28,12
char_vanguard,0,6,8,1,defeat,0,12,30,12
char_vanguard,0,7,8,1,defeat,0,12,29,9
char_vanguard,0,8,8,1,defeat,0,12,30,9
char_vanguard,0,9,8,1,defeat,0,12,29,12
char_vanguard,0,10,8,1,defeat,0,12,35,12
char_vanguard,0,11,8,1,defeat,0,12,27,12
char_vanguard,0,12,8,1,defeat,0,12,29,9
char_vanguard,0,13,8,1,defeat,0,12,28,9
char_vanguard,0,14,8,1,defeat,0,12,27,12
char_vanguard,0,15,8,1,defeat,0,12,28,9
char_vanguard,0,16,8,1,defeat,0,12,29,12
char_vanguard,0,17,8,1,defeat,0,12,35,12
char_vanguard,0,18,8,1,defeat,0,12,31,12
char_vanguard,0,19,8,1,defeat,0,12,32,12
char_vanguard,0,20,8,1,defeat,0,12,34,12
char_vanguard,0,21,7,1,defeat,0,12,27,12
char_vanguard,0,22,8,1,defeat,0,12,33,12
char_vanguard,0,23,8,1,defeat,0,12,27,12
char_vanguard,0,24,8,1,defeat,0,12,28,9
char_vanguard,0,25,8,1,defeat,0,12,25,12
char_vanguard,0,26,8,1,defeat,0,12,35,12
char_vanguard,0,27,8,1,defeat,0,12,31,12
char_vanguard,0,28,8,1,defeat,0,12,31,12
char_vanguard,0,29,8,1,defeat,0,12,30,12
char_vanguard,0,30,8,1,defeat,0,12,31,12
char_vanguard,0,31,8,1,defeat,0,12,27,12
char_vanguard,0,32,8,1,defeat,0,12,29,12
char_vanguard,0,33,8,1,defeat,0,12,29,9
char_vanguard,0,34,8,1,defeat,0,12,27,12
char_vanguard,0,35,8,1,defeat,0,12,31,9
char_vanguard,0,36,8,1,defeat,0,12,30,12
char_vanguard,0,37,8,1,defeat,0,12,31,9
char_vanguard,0,38,8,1,defeat,0,12,28,12
char_vanguard,0,39,8,1,defeat,0,12,27,12
char_vanguard,0,40,8,1,defeat,0,12,29,12
char_vanguard,0,41,8,1,defeat,0,12,29,12
char_vanguard,0,42,8,1,defeat,0,12,30,12
char_vanguard,0,43,8,1,defeat,0,12,29,12
char_vanguard,0,44,8,1,defeat,0,12,29,12
char_vanguard,0,45,8,1,defeat,0,12,28,12
char_vanguard,0,46,8,1,defeat,0,12,28,9
char_vanguard,0,47,8,1,defeat,0,12,31,9
char_vanguard,0,48,8,1,defeat,0,12,30,12
char_vanguard,0,49,8,1,defeat,0,12,33,9
char_vanguard,0,50,8,1,defeat,0,12,28,12
char_vanguard,0,51,8,1,defeat,0,12,31,12
char_vanguard,0,52,8,1,defeat,0,12,26,12
char_vanguard,0,53,8,1,defeat,0,12,29,12
char_vanguard,0,54,8,1,defeat,0,12,33,9
char_vanguard,0,55,8,1,defeat,0,12,30,12
char_vanguard,0,56,8,1,defeat,0,12,26,12
char_vanguard,0,57,8,1,defeat,0,12,30,12
char_vanguard,0,58,8,1,defeat,0,12,32,12
char_vanguard,0,59,8,1,defeat,0,12,30,12
char_vanguard,0,60,8,1,defeat,0,12,30,12
char_vanguard,0,61,8,1,defeat,0,12,28,12
char_vanguard,0,62,8,1,defeat,0,12,28,12
char_vanguard,0,63,8,1,defeat,0,12,32,9
char_vanguard,0,64,8,1,defeat,0,12,30,12
char_vanguard,0,65,8,1,defeat,0,12,29,9
char_vanguard,0,66,8,1,defeat,0,12,34,12
char_vanguard,0,67,8,1,defeat,0,12,30,9
char_vanguard,0,68,8,1,defeat,0,12,34,9
char_vanguard,0,69,8,1,defeat,0,12,29,12
char_vanguard,0,70,8,1,defeat,0,12,33,9
char_vanguard,0,71,8,1,defeat,0,12,30,12
char_vanguard,0,72,8,1,defeat,0,12,30,12
char_vanguard,0,73,8,1,defeat,0,12,24,12
char_vanguard,0,74,8,1,defeat,0,12,29,12
char_vanguard,0,75,8,1,defeat,0,12,31,12
char_vanguard,0,76,8,1,defeat,0,12,29,12
char_vanguard,0,77,8,1,defeat,0,12,32,12
char_vanguard,0,78,8,1,defeat,0,12,27,12
char_vanguard,0,79,8,1,defeat,0,12,27,12
char_vanguard,0,80,8,1,defeat,0,12,31,12
char_vanguard,0,81,8,1,defeat,0,12,28,9
char_vanguard,0,82,8,1,defeat,0,12,32,12
char_vanguard,0,83,8,1,defeat,0,12,31,9
char_vanguard,0,84,8,1,defeat,0,12,33,9
char_vanguard,0,85,8,1,defeat,0,12,27,12
char_vanguard,0,86,8,1,defeat,0,12,30,12
char_vanguard,0,87,8,1,defeat,0,12,31,12
char_vanguard,0,88,8,1,defeat,0,12,31,12
char_vanguard,0,89,8,1,defeat,0,12,32,12
char_vanguard,0,90,8,1,defeat,0,12,26,9
char_vanguard,0,91,8,1,defeat,0,12,26,12
char_vanguard,0,92,8,1,defeat,0,12,30,9
char_vanguard,0,93,8,1,defeat,0,12,32,12
char_vanguard,0,94,7,1,defeat,0,12,26,12
char_vanguard,0,95,8,1,defeat,0,12,28,12
char_vanguard,0,96,8,1,defeat,0,12,32,12
char_vanguard,0,97,8,1,defeat,0,12,30,9
char_vanguard,0,98,7,1,defeat,0,12,27,12
char_vanguard,0,99,8,1,defeat,0,12,29,12
char_vanguard,0,100,8,1,defeat,0,12,27,12
char_vanguard,0,101,8,1,defeat,0,12,28,12
char_vanguard,0,102,8,1,defeat,0,12,32,12
char_vanguard,0,103,8,1,defeat,0,12,27,12
char_vanguard,0,104,8,1,defeat,0,12,29,9
char_vanguard,0,105,8,1,defeat,0,12,28,12
char_vanguard,0,106,8,1,defeat,0,12,25,12
char_vanguard,0,107,8,1,defeat,0,12,30,12
char_vanguard,0,108,8,1,defeat,0,12,29,12
char_vanguard,0,109,8,1,defeat,0,12,32,12
char_vanguard,0,110,8,1,defeat,0,12,32,12
char_vanguard,0,111,8,1,defeat,0,12,31,12
char_vanguard,0,112,8,1,defeat,0,12,25,12
char_vanguard,0,113,8,1,defeat,0,12,30,12
char_vanguard,0,114,8,1,defeat,0,12,32,12
char_vanguard,0,115,8,1,defeat,0,12,30,9
char_vanguard,0,116,8,1,defeat,0,12,29,12
char_vanguard,0,117,8,1,defeat,0,12,29,12
char_vanguard,0,118,8,1,defeat,0,12,28,9
char_vanguard,0,119,8,1,defeat,0,12,25,12
char_vanguard,0,120,8,1,defeat,0,12,34,12
char_vanguard,0,121,8,1,defeat,0,12,30,12
char_vanguard,0,122,8,1,defeat,0,12,27,12
char_vanguard,0,123,8,1,defeat,0,12,29,12
char_vanguard,0,124,8,1,defeat,0,12,31,12
char_vanguard,0,125,8,1,defeat,0,12,31,12
char_vanguard,0,126,7,1,defeat,0,12,28,9
char_vanguard,0,127,8,1,defeat,0,12,28,12
char_vanguard,0,128,8,1,defeat,0,12,26,9
char_vanguard,0,129,8,1,defeat,0,12,31,12
char_vanguard,0,130,8,1,defeat,0,12,31,12
char_vanguard,0,131,8,1,defeat,0,12,31,12
char_vanguard,0,132,8,1,defeat,0,12,32,12
char_vanguard,0,133,8,1,defeat,0,12,30,12
char_vanguard,0,134,8,1,defeat,0,12,32,12
char_vanguard,0,135,8,1,defeat,0,12,27,12
char_vanguard,0,136,8,1,defeat,0,12,30,9
char_vanguard,0,137,8,1,defeat,0,12,30,9
char_vanguard,0,138,8,1,defeat,0,12,33,12
char_vanguard,0,139,8,1,defeat,0,12,32,12
