character,ascension,run_seed,floors_cleared,act_reached,outcome,final_hp,deck_size,turns_total,biggest_hit
char_assassin,0,1,8,1,defeat,0,12,29,7
char_assassin,0,2,8,1,defeat,0,12,31,7
char_assassin,0,3,8,1,defeat,0,12,31,7
char_assassin,0,4,8,1,defeat,0,12,30,7
char_assassin,0,5,8,1,defeat,0,12,32,7
char_assassin,0,6,8,1,defeat,0,12,32,7
char_assassin,0,7,8,1,defeat,0,12,27,7
char_assassin,0,8,8,1,defeat,0,12,31,7
char_assassin,0,9,8,1,defeat,0,12,30,7
char_assassin,0,10,8,1,defeat,0,12,28,7
char_assassin,0,11,8,1,defeat,0,12,30,7
char_assassin,0,12,8,1,defeat,0,12,33,7
char_assassin,0,13,8,1,defeat,0,12,31,7
char_assassin,0,14,8,1,defeat,0,12,31,7
char_assassin,0,15,8,1,defeat,0,12,30,7
char_assassin,0,16,8,1,defeat,0,12,33,7
char_assassin,0,17,8,1,defeat,0,12,30,7
char_assassin,0,18,8,1,defeat,0,12,30,7
char_assassin,0,19,8,1,defeat,0,12,29,7
char_assassin,0,20,8,1,defeat,0,12,32,7
char_assassin,0,21,8,1,defeat,0,12,35,7
char_assassin,0,22,8,1,defeat,0,12,33,7
char_assassin,0,23,8,1,defeat,0,12,31,7
char_assassin,0,24,8,1,defeat,0,12,28,7
char_assassin,0,25,8,1,defeat,0,12,29,7
char_assassin,0,26,8,1,defeat,0,12,33,7
char_assassin,0,27,8,1,defeat,0,12,35,7
char_assassin,0,28,8,1,defeat,0,12,32,7
char_assassin,0,29,8,1,defeat,0,12,36,7
char_assassin,0,30,8,1,defeat,0,12,32,7
char_assassin,0,31,8,1,defeat,0,12,29,7
char_assassin,0,32,8,1,defeat,0,12,32,7
char_assassin,0,33,8,1,defeat,0,12,32,7
char_assassin,0,34,8,1,defeat,0,12,31,7
char_assassin,0,35,8,1,defeat,0,12,30,7
char_assassin,0,36,8,1,defeat,0,12,30,7
char_assassin,0,37,8,1,defeat,0,12,37,7
char_assassin,0,38,8,1,defeat,0,12,31,7
char_assassin,0,39,8,1,defeat,0,12,32,7
char_assassin,0,40,8,1,defeat,0,12,32,7
char_assassin,0,41,8,1,defeat,0,12,32,7
char_assassin,0,42,8,1,defeat,0,12,32,7
char_assassin,0,43,8,1,defeat,0,12,32,7
char_assassin,0,44,8,1,defeat,0,12,34,7
char_assassin,0,45,8,1,defeat,0,12,32,7
char_assassin,0,46,8,1,defeat,0,12,30,7
char_assassin,0,47,8,1,defeat,0,12,32,7
char_assassin,0,48,8,1,defeat,0,12,34,7
char_assassin,0,49,8,1,defeat,0,12,31,7
char_assassin,0,50,8,1,defeat,0,12,31,7
char_assassin,0,51,8,1,defeat,0,12,32,7
char_assassin,0,52,8,1,defeat,0,12,31,7
char_assassin,0,53,8,1,defeat,0,12,30,7
char_assassin,0,54,8,1,defeat,0,12,34,7
char_assassin,0,55,8,1,defeat,0,12,31,7
char_assassin,0,56,8,1,defeat,0,12,30,7
char_assassin,0,57,8,1,defeat,0,12,32,7
char_assassin,0,58,8,1,defeat,0,12,31,7
char_assassin,0,59,8,1,defeat,0,12,31,7
char_assassin,0,60,8,1,defeat,0,12,28,7
char_assassin,0,61,8,1,defeat,0,12,32,7
char_assassin,0,62,8,1,defeat,0,12,32,7
char_assassin,0,63,8,1,defeat,0,12,29,7
char_assassin,0,64,8,1,defeat,0,12,32,7
char_assassin,0,65,8,1,defeat,0,12,33,7
char_assassin,0,66,8,1,defeat,0,12,34,7
char_assassin,0,67,8,1,defeat,0,12,31,7
char_assassin,0,68,8,1,defeat,0,12,32,7
char_assassin,0,69,8,1,defeat,0,12,28,7
char_assassin,0,70,8,1,defeat,0,12,33,7
char_assassin,0,71,8,1,defeat,0,12,31,7
char_assassin,0,72,8,1,defeat,0,12,35,7
char_assassin,0,73,8,1,defeat,0,12,31,7
char_assassin,0,74,8,1,defeat,0,12,31,7
char_assassin,0,75,8,1,defeat,0,12,32,7
char_assassin,0,76,8,1,defeat,0,12,31,7
char_assassin,0,77,8,1,defeat,0,12,30,7
char_assassin,0,78,8,1,defeat,0,12,33,7
char_assassin,0,79,8,1,defeat,0,12,33,7
char_assassin,0,80,8,1,defeat,0,12,27,7
char_assassin,0,81,8,1,defeat,0,12,32,7
char_assassin,0,82,8,1,defeat,0,12,31,7
char_assassin,0,83,8,1,defeat,0,12,29,7
char_assassin,0,84,8,1,defeat,0,12,29,7
char_assassin,0,85,8,1,defeat,0,12,31,7
char_assassin,0,86,8,1,defeat,0,12,30,7
char_assassin,0,87,8,1,defeat,0,12,35,7
char_assassin,0,88,8,1,defeat,0,12,30,7
char_assassin,0,89,8,1,defeat,0,12,30,7
char_assassin,0,90,8,1,defeat,0,12,32,7
char_assassin,0,91,8,1,defeat,0,12,31,7
char_assassin,0,92,8,1,defeat,0,12,31,7
char_assassin,0,93,8,1,defeat,0,12,33,7
char_assassin,0,94,8,1,defeat,0,12,28,7
char_assassin,0,95,8,1,defeat,0,12,28,7
char_assassin,0,96,8,1,defeat,0,12,30,7
char_assassin,0,97,8,1,defeat,0,12,32,7
char_assassin,0,98,8,1,defeat,0,12,30,7
char_assassin,0,99,8,1,defeat,0,12,33,7
char_assassin,0,100,8,1,defeat,0,12,27,7
